University,Latitude,Longitude,Address
Hemvati Nandan Bahuguna Garhwal University,30.22451565,78.80291357,"HEMVATI NANDAN BAHUGUNA GARHWAL UNIVERSITY, NH7, Srinagar Garwal, Srinagar, Pauri Garhwal, Uttarakhand, 249127, India"
Hidayatullah National Law University,21.10728235,81.75838125,"Hidayatullah National Law University, NH30, Atal Nagar-Nava Raipur, Abhanpur Tahsil, Raipur, Chhattisgarh, 490002, India"
Himachal Pradesh National Law University,31.1599707,77.0454562,"Himachal Pradesh National Law University Shimla, NH205, Jablog, Dianda, Shimla ( Rural ), Shimla, Himachal Pradesh, 171103, India"
Himachal Pradesh University,32.097918,76.54343028,"CSK Himachal Pradesh Agricultural University, SH17, Nihang, Palampur, Kangra, Himachal Pradesh, 176061, India"
Himalayan University,34.1711842,77.46477058,"Himalayan Institute of Alternatives (HIAL), 5F95+28R, NH1, Leh, Leh district, Ladakh, 194101, India"
Hindi University,20.76841435,78.59527229,"Mahatma Gandhi Antarrashtriya Hindi Vishwavidyalaya, NH647, Wardha, Maharashtra, 442001, India"
ICFAI University,25.52674545,90.16044901,"ICFAI University, NH 127B, Gambegre, South West Garo Hills, Meghalaya, 794101, India"
ICFAI University,25.52674545,90.16044901,"ICFAI University, NH 127B, Gambegre, South West Garo Hills, Meghalaya, 794101, India"
ICFAI University,25.52674545,90.16044901,"ICFAI University, NH 127B, Gambegre, South West Garo Hills, Meghalaya, 794101, India"
ICFAI University,25.52674545,90.16044901,"ICFAI University, NH 127B, Gambegre, South West Garo Hills, Meghalaya, 794101, India"
IIMT University,28.99910735,77.76093295,"IIMT University, Kila Road, Meerut, Uttar Pradesh, 250001, India"
IMS Unison University,30.3998367,78.0778018,"IMS Unison Unversity, Dehradun-Mussoorie Road, Rājpur, Dehradun, Uttarakhand, 248009, India"
Indian Agricultural Research Institute,18.55166545,73.80721123,"Indian Agricultural Research Institute, Marutrao Gaikwad nagar, Aundh, Pune City, Pune, Maharashtra, 411027, India"
Indian Institute of Mass Communication (IIMC),20.9394553,77.7950911,"Indian Institute of Mass Communication (IIMC) Amravati, Univerisity Campus Road, Amravati, Maharashtra, 444600, India"
Indian Institute of Science,13.0222347,77.56718325,"Indian Institute of Science, CV Raman Road, Milk Colony, Malleswaram, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560012, India"
Indian Institute of Space Science and Technology,8.6266888,77.03368752,"Indian Institute of Space Science and Technology, Trivandrum, Manoorkonam-panacode, Chullimanoor, Nedumangad, Thiruvananthapuram, Kerala, 695541, India"
Indian Institute of Teacher Education,23.23695725,72.63654408,"Indian Institute of Teacher Education (IITE), KH Road, Sector 14, Gandhinagar, Gandhinagar Taluka, Gandhinagar, Gujarat, 382016, India"
Indian Maritime University,17.82710265,83.07995148,"Indian Maritime University, Bheemunipatnam - Narsipatnam Road, Lagisettipalem, Sabbavaram, Anakapalli, Andhra Pradesh, 531035, India"
Indian Veterinary Research Institute,28.3992552,79.43710945,"Indian Veterinary Research Institute, RS2, Izatnagar, Bareilly, Uttar Pradesh, 243001, India"
Indira Gandhi Delhi Technical University for Women,28.6644604,77.23260634,"Indira Gandhi Delhi Technical University for Women, Lothiyan Road, Kashmere Gate, Old Delhi, Kotwali Tehsil, Delhi, 100006, India"
Indira Gandhi Institute of Development Research,19.1665551,72.87859141,"Indira Gandhi Institute of Development Research, Film City Road, Mali Nagar, P/N Ward, Zone 4, Mumbai Suburban, Maharashtra, 400065, India"
Indira Gandhi National Open University,28.4956381,77.20410559,"Indira Gandhi National Open University, Indira Gandhi National Open University Road, Indira Enclave, Neb Sarai, Saket Tehsil, South Delhi, Delhi, 110068, India"
Indira Gandhi University,28.4956381,77.20410559,"Indira Gandhi National Open University, Indira Gandhi National Open University Road, Indira Enclave, Neb Sarai, Saket Tehsil, South Delhi, Delhi, 110068, India"
Institute of Advanced Research,10.7827236,76.80788463,"Chathamkulam Institute of Research and Advanced Studies, chakkamkad thodu culvert, Palakkad, Kerala, 678557, India"
Institute of Advanced Studies in Education,23.168574,79.9439341,"Institute of Advanced Studies in Education, NH45, Jabalpur, Ranjhi Tahsil, Jabalpur, Madhya Pradesh, 482001, India"
Institute of Chemical Technology,19.02391285,72.85876655,"Institute of Chemical Technology, Road No 14, Nadkarni Park, F/N Ward, Zone 2, Mumbai City, Maharashtra, 400019, India"
Integral University,26.9586164,81.0000896,"Integral University, Kursi Road, BEHTA, Bakshi Ka Talab, Lucknow, Uttar Pradesh, 226026, India"
International Institute of Information Technology,18.58456075,73.73677405,"international institute of information technology, Blue Ridge Road, Phase 1, Sakhare Vasti, Hinjawadi Phase 1, Mulshi, Pune, Maharashtra, 411057, India"
International Institute of Information Technology,18.58456075,73.73677405,"international institute of information technology, Blue Ridge Road, Phase 1, Sakhare Vasti, Hinjawadi Phase 1, Mulshi, Pune, Maharashtra, 411057, India"
International Institute of Information Technology,18.58456075,73.73677405,"international institute of information technology, Blue Ridge Road, Phase 1, Sakhare Vasti, Hinjawadi Phase 1, Mulshi, Pune, Maharashtra, 411057, India"
"International Sports University, Maharashtra",18.5555911,73.82368374,"SPPU International Center, University Sports Ground Walk, Aundh, Khadki, Pune City, Pune, Maharashtra, 411067, India"
ITM University,21.2496366,81.6460891,"ITM University, 3rd Floor, NH130B, Raipur, Raipur Tahsil, Raipur, Chhattisgarh, 492001, India"
ITM University,21.2496366,81.6460891,"ITM University, 3rd Floor, NH130B, Raipur, Raipur Tahsil, Raipur, Chhattisgarh, 492001, India"
Jadavpur University,22.49952155,88.37114925,"Jadavpur University, 188, Jadavpur Central Road, Jadavpur, Kolkata, West Bengal, 700032, India"
Jagran Lakecity University,23.1754563,77.3875459,"Jagran Lakecity University , Mendori Road, Bhopal, Huzur Tahsil, Bhopal, Madhya Pradesh, 462001, India"
Jai Narain Vyas University,26.24414725,73.02019545,"Jai Narain Vyas University, New Pali Road, Jodhpur, Jodhpur Tehsil, Jodhpur, Rajasthan, 112001, India"
Jai Prakash University,25.7829463,84.78283936,"Jai Prakash University, Chapra - Patna Highway, Chhapra, Chapra, Saran, Bihar, 841300, India"
Jain,31.5637647,77.3673281,"Jain, Banjar, Kullu, Himachal Pradesh, India"
Jaipur National University,26.84832,75.85939957,"Jaipur National University, JNU hospital Road, Jaipur Municipal Corporation, Sanganer Tehsil, Jaipur, Rajasthan, 302017, India"
Jamia Hamdard,28.5153806,77.2502919,"Jamia Hamdard, Guru Ravidas Marg, DDA Flats, Kalkaji, Kalkaji Tehsil, South East Delhi, Delhi, 110062, India"
Jamia Millia Islamia,28.55849025,77.28116474,"Jamia Millia Islamia, DND-KMP Expressway, Maharani Bagh, Jamia Nagar, Defence Colony Tehsil, South East Delhi, Delhi, 110025, India"
Jammu University,32.7182619,74.86943447,"University of Jammu, University Road, Prem Nagar, Jammu, Jammu and Kashmir, 180006, India"
Jawaharlal Nehru Architecture and Fine Arts University,17.4031425,78.45595493,"Jawaharlal Nehru Architecture and Fine Arts University, Masab Tank Flyover, Shanti Nagar, Ward 73 Vijay Nagar Colony, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Asif Nagar mandal, Hyderabad, Telangana, 500004, India"
Jawaharlal Nehru Technological University,16.9786772,82.2411916,"Jawaharlal Nehru Technological University (JNTUK), RMC grounds track, Srinagar, Kakinada, Kakinada (Urban), Kakinada, Andhra Pradesh, 533003, India"
Jawaharlal Nehru Technological University,16.9786772,82.2411916,"Jawaharlal Nehru Technological University (JNTUK), RMC grounds track, Srinagar, Kakinada, Kakinada (Urban), Kakinada, Andhra Pradesh, 533003, India"
Jawaharlal Nehru University,28.54016675,77.16456005,"Jawaharlal Nehru University, Foot Path to Parthasarthy Rock, Mehrauli Tehsil, South Delhi, Delhi, 110067, India"
Jaypee Institute of Information Technology,28.6295406,77.37250484,"JAYPEE INSTITUTE OF INFORMATION TECHNOLOGY, A-10, Sector 62, Noida, Dadri, Gautam Buddha Nagar, Uttar Pradesh, 201309, India"
Jaypee University,31.016338,77.07147899,"Jaypee University of Information Technology, NH5, Gholi, Waknaghat, Kandaghat, Solan, Himachal Pradesh, 173215, India"
Jaypee University of Engineering & Technology,24.4355362,77.16235209,"Jaypee University of Engineering and Technology, NH46, Rasrampur, Awari, Raghogarh Tahsil, Guna, Madhya Pradesh, 473226, India"
Jaypee University of Information Technology,31.016338,77.07147899,"Jaypee University of Information Technology, NH5, Gholi, Waknaghat, Kandaghat, Solan, Himachal Pradesh, 173215, India"
JIS University,22.9590369,88.44700895,"JIS Engineering Campus, Kalyani, Kalyani-Barrackpur expressway, A-5, Kalyani City, Kalyani, Nadia, West Bengal, 741235, India"
Jiwaji University,26.2026748,78.19446505,"Jiwaji University, Madhav Rao Scindia Marg, Gwalior, Madhya Pradesh, 474001, India"
JSPM University,18.5854391,74.0032189,"JSPM University Pune, GAT No. 720, Nagar Road, Wagholi, Pune City, Pune, Maharashtra, 412207, India"
Kakatiya University,18.0269402,79.55303089,"Kakatiya University, NH563, Bhemavaram, Naim Nagar, Hanamkonda, Hanamkonda mandal, Hanumakonda, Telangana, 506009, India"
Kalinga Institute of Social Sciences,20.3630702,85.8106077,"Kalinga Institute of Social Sciences, IT Park Road, Ward 1, North Zone, Bhubaneswar Municipal Corporation, Bhubaneswar (M.Corp.), Khordha, Odisha, 751024, India"
Kalinga University,21.1680808,81.8209159,"Kalinga University, NH53, Sector 2, Nawagaon, Arang Tahsil, Raipur, Chhattisgarh, 492101, India"
Kalyani University,22.9848568,88.44603802,"University of Kalyani, SH1, B-16, Kalyani City, Kalyani, Nadia, West Bengal, 741235, India"
Kannada University,15.2831818,76.4907132,"Kannada University, Hampi, SH131, Kere Tanda, Hosapete taluk, Vijayanagara, Karnataka, 583221, India"
Kannur University,11.8675005,75.37442874,"Kannur University, Thayathery Road, Caltex, Thavakkara, Kannur, Kerala, 670012, India"
Karnatak  University,15.4378056,74.98195469,"Karnatak University, Prof Sa Sa Malwad Road, TIWAC Guest House, Dharwad, Dharawada taluku, Dharwad, Karnataka, 580001, India"
Karnataka  State Law University,15.3992372,75.07298911,"Karnataka State Law University, Pune Bangalore Road, Rayapur, Dharawada taluku, Dharwad, Karnataka, 580029, India"
Karnataka  State Open University,12.31586165,76.62409809,"Karnataka State Open University, Temple Road, Jayalakshmipuram, Mysuru, Mysuru taluk, Mysuru, Karnataka, 570006, India"
Karnataka Samskrit University,12.95929465,77.57241641,"Karnataka Samskrit University, Pampa Mahakavi Road, Shankarapuram, Kalasipalya, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560018, India"
Karnavati University,23.20223775,72.58361048,"Karnavati University, A/907, Amba Township Main Road, Uvarsad, Gandhinagar Taluka, Gandhinagar, Gujarat, 382422, India"
Karpagam Academy of Higher Education,10.91742715,76.98825923,"Karpagam Academy of Higher Education, Coimbatore Bypass, Coimbatore South, Coimbatore, Tamil Nadu, 641050, India"
Kashmir University,34.134053,74.83672753,"University of Kashmir, Hazratbal Road, Hazratbal, Srinagar, Srīnagar, Srinagar, Jammu and Kashmir, 190006, India"
Kazi Nazrul University,23.69442205,86.9952106,"Kazi Nazrul University, NH19, Asansol, Asansol Kulti Township, Paschim Bardhaman, West Bengal, 713340, India"
Kerala Kalamandalam,10.7371278,76.27906398,"Kerala Kalamandalam, Kodungallur - Shornur Road, Cheruthuruthy, Talappilly, Thrissur, Kerala, 679123, India"
Kerala University,8.5031874,76.94699774,"Kerala University, University road, Palayam, Thiruvananthapuram, Kerala, 695001, India"
Kerala University of Fisheries & Ocean Studies,9.91049635,76.31729161,"Kerala University of Fisheries and Ocean Studies, Salem - Kochi - Kanyakumari Road, Ernakulam, Kanayannur, Ernakulam, Kerala, 682040, India"
Kerala Veterinary & Animal Sciences University,11.5406062,76.01954406,"Kerala Veterinary and Animal Sciences University, Lakkidi, Wayanad Road, Pokkode Diary Colony, Old Vythiri, Pookode, Vythiri, Wayanad, Kerala, 673576, India"
KLE Technological University,15.36900665,75.12365706,"KLE Technological University, Pune Bangalore Road, Sai Nagar, Lingaraj Nagar, Hubballi, Hubballi Urban Taluku, Dharwad, Karnataka, 580031, India"
Koneru Lakshmaiah Education Foundation,16.44169835,80.62477221,"Koneru Lakshmaiah Education Foundation, KLEF TO NH5, Vaddeswaram, Tadepalle, Guntur, Andhra Pradesh, 522502, India"
Krantiguru Shyamji Krishna Verma Kachchh University,23.2121582,69.65660826,"Kachch University, Sedata-Madhapar(Mundra Road), Bhuj Sector 152, Bhuj, Bhuj Taluka, Kutch, Gujarat, 370001, India"
Krishna Kanta Handiqui State Open University,26.0931892,91.6180037,"Krishna Kanta Handiqui State Open University, Garchuk Pamohi Road, Azara, Kamrup Metropolitan, Assam, 781018, India"
Krishna University,16.1387884,81.0997855,"krishna university, Machilipatnam - Kona - Kammavaricheruvu Road, Maddepeta, Rudravaram, Machilipatnam, Krishna, Andhra Pradesh, 521001, India"
Kumar Bhaskar Varma Sanskrit & Ancient Studies University,26.48511745,91.45676489,"Kumar Bhaskar Varma Sanskrit and Ancient Studies University, NH27, Nalbari, Assam, 781335, India"
Kumaun University,29.3911519,79.4459029,"Kumaun University (Admin Block), Kaldhungi-Nainital Road, Mallital, Nainital, Uttarakhand, 263002, India"
Kurukshetra University,29.95826275,76.81563045,"Kurukshetra University, SH6, Thanesar, Kurukshetra, Thanesar, Kurukshetra, Haryana, 132118, India"
Kuvempu University,13.73270855,75.62819919,"Kuvempu University, SH57, Shankaraghatta, Bhadravati taluk, Shimoga, Karnataka, 577115, India"
Lakshmibai National Institute of Physical Education,26.2191437,78.19250159,"Lakshmibai National Institute of Physical Education, Gandhi Road, Gwalior, Gird Tahsil, Gwalior, Madhya Pradesh, 474001, India"
Lakulish Yoga University,23.1268969,72.538967,"Lakulish Yoga University, SG Highway, Gota, Ghatlodiya Taluka, Ahmedabad, Gujarat, 382470, India"
Lalit Narayan Mithila University,26.16528925,85.89998667,"Lalit Narayan Mithila University Darbhanga, SH50, stadium bypasS, Darbhanga, Bihar, 846004, India"
Lovely Professional University,31.2534122,75.70340289,"Lovely Professional University, Law Gate Rd, Law gate, Phagwara, Phagwara Tahsil, Kapurthala, Punjab, 144411, India"
M.S. Ramaiah University of Applied Sciences,13.0184747,77.5091024,"M S Ramaiah University of Applied Sciences, 470-P, 13th Cross Road, Peenya Industrial Area, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560058, India"
Madan Mohan Malaviya University of Technology,26.7314167,83.43733473,"Madan Mohan Malaviya University of Technology, University Internal Road, Engineer's Bunglow Amit Shankar, Gorakhpur, Uttar Pradesh, 273001, India"
Madhav University,24.55777,72.84798161,"Madhav University, NH27, Bhoojela, Abu Road Tehsil, Sirohi, Rajasthan, 307510, India"
Madras University,12.99415605,80.23668255,"Indian Institute of Technology Madras, 3rd Main Road, Dandhesswaram, Ward 179, Zone 13 Adyar, Chennai, Tamil Nadu, 600036, India"
Madurai Kamraj University,9.94370255,78.0098671,"Madurai Kamraj University, Palkalai Nagar, Madurai South, Madurai, Tamil Nadu, 625021, India"
Magadh University,24.68716325,84.96564737,"Magadh University, Gaya-Dobhi-Road, Mohanpur, Bodh Gaya, Gaya, Bihar, 824231, India"
Maharaja Ganga Singh University,28.03715535,73.25977106,"Maharaja Ganga Singh University, Flyover, Bikaner, Bikaner Tehsil, Bikaner, Rajasthan, 334004, India"
Maharaja Surajmal Brij University,27.21158475,77.51549485,"Maharaja Surajmal Brij University, Bharatpur, Achnera Road, Krishna Nagar, Vijay Nagar Colony, Bharatpur, Bharatpur Tehsil, Bharatpur, Rajasthan, 321001, India"
Maharani Cluster University,12.979603,77.58367636,"Maharani Cluster University, Maharani College Underpass, Gandhinagar, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India"
Maharashtra Animal & Fishery Sciences University,21.1574834,79.0457532,"Maharashtra Animal and Fishery Sciences University, Futala Embankment, Bharat Nagar, Nagpur City, Nagpur Urban Taluka, Nagpur, Maharashtra, 440021, India"
Maharishi Markandeshwar,30.25093565,77.04544601,"Maharishi Markandeshwar University, International Hostel No. 14, Barara, Ambala, Haryana, 133207, India"
Maharishi Markandeshwar University,30.25093565,77.04544601,"Maharishi Markandeshwar University, International Hostel No. 14, Barara, Ambala, Haryana, 133207, India"
Maharishi Markandeshwar University,30.25093565,77.04544601,"Maharishi Markandeshwar University, International Hostel No. 14, Barara, Ambala, Haryana, 133207, India"
Maharishi University of Information Technology,26.9302879,80.9278433,"Maharishi University Of Information Technology, NH230, Lucknow, Uttar Pradesh, 226021, India"
Mahatama Gandhi University,20.76841435,78.59527229,"Mahatma Gandhi Antarrashtriya Hindi Vishwavidyalaya, Wardha Bypass, Wardha, Maharashtra, 442001, India"
Mahatma Gandhi Antarrashtriya Hindi Vishwavidyalaya,20.76841435,78.59527229,"Mahatma Gandhi Antarrashtriya Hindi Vishwavidyalaya, Wardha Bypass, Wardha, Maharashtra, 442001, India"
Mahatma Gandhi University,9.65860235,76.53288164,"Mahatma Gandhi University, University-Palli Rd, Athirampuzha, Ettumanoor, Kottayam, Kerala, 686631, India"
Mahatma Gandhi University,9.65860235,76.53288164,"Mahatma Gandhi University, University-Palli Rd, Athirampuzha, Ettumanoor, Kottayam, Kerala, 686631, India"
Mahatma Jyoti Rao Phoole University,26.891177,75.77544979,"Mahatma Jyoti Rao Phoole University, New Sanganer Road, Roop Vihar, Ram Nagar, Jaipur, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur, Rajasthan, 302001, India"
Mahatma Jyotiba Phule Rohilkhand University,28.3677741,79.45700362,"Mahatma Jyotiba Phule Rohilkhand University, Dohra Road, Bareilly, Uttar Pradesh, 243001, India"
Mahatma Phule Krishi Vidyapeeth,19.3491448,74.64610516,"Mahatma Phule Krishi Vidyapeeth Rahuri, NH160, Rahuri, Ahmednagar, Maharashtra, 413705, India"
Mahaveer University,26.8760984,75.8111925,"Vardhman Mahaveer Open University, JLN Marg, Talvandi, Bapu Nagar, Jaipur, Jaipur Municipal Corporation, Jaipur Tehsil, Jaipur, Rajasthan, 302015, India"
Mahindra University,17.56846955,78.43628067,"Mahindra University Ecole Centrale School of Engineering Main building, 62/1A, Satyam Street, Gandimaisamma, Hyderabad, Dundigal mandal, Medchal–Malkajgiri, Telangana, 500043, India"
Manav Bharti University,30.87247145,77.08675043,"Manav Bharti University, SH6, Solan, Himachal Pradesh, 173212, India"
Manav Rachna University,28.44958015,77.28343646,"C Block, Manav Rachna International University, Surajkund Road, Anangpur, Faridabad, Haryana, 121004, India"
Mandsaur University,24.0774131,75.02904378,"Mandsaur University, Mandsaur Bypass, Mandsaur, Daulatpura, Mandsaur Nagar Tahsil, Mandsaur, Madhya Pradesh, 458002, India"
Mangalore University,12.81608485,74.92449278,"Mangalore University, KC Road, Pilikuru, Ullala taluk, Dakshina Kannada, Karnataka, 575018, India"
Manipal Academy of Higher Education,13.12587335,77.58887642,"Manipal Academy of Higher Education, Bengaluru, NITTE Meenakshi College Road, Yelahanka, Gantiganahalli, Bengaluru, Yelahanka taluku, Bengaluru Urban, Karnataka, 560064, India"
Manipal University,26.8429063,75.56542888,"Manipal University Jaipur, Subway Stairs, Dahmi Kalan, Sanganer Tehsil, Jaipur, Rajasthan, 303007, India"
Manipur Technical University,24.7978101,93.9048674,"Manipur Technical University, New Cachar Road, Patsoi, Lamphelpat, Imphal West, Manipur, 795004, India"
Manipur University,24.7545772,93.92788825,"Manipur University, NH102, Wangoi, Imphal West, Manipur, 795003, India"
Marathwada Agricultural University,19.2420724,76.78352046,"Vasantrao Naik Marathwada Agricultural University, NH222, Parbhani, Maharashtra, 431400, India"
Martin Luther Christian University,25.5705172,91.9216394,"Martin Luther Christian University, Dong Ktieh, Nongrah, Brister Road, Rynjah, Shillong, Mawpat, East Khasi Hills, Meghalaya, 793006, India"
Marwadi University,22.3676011,70.79709179,"Marwadi University, Rajkot - Morbi Highway, Rajkot Taluka, Rajkot, Gujarat, 360003, India"
Maulana Abul Kalam Azad University of Technology,22.5964916,88.4174395,"Maulana Abul Kalam Azad University of Technology, 1st Avenue, BF Block, Sector I, Bidhannagar, North 24 Parganas, West Bengal, 700101, India"
Maulana Azad National Urdu University,12.9526061,77.51897245,"Maulana Azad National Urdu University, Nagarabhavi Underpass, Teacher's Colony, Chandra Layout, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560072, India"
Maulana Azad University,22.5964916,88.4174395,"Maulana Abul Kalam Azad University of Technology, 1st Avenue, BF Block, Sector I, Bidhannagar, North 24 Parganas, West Bengal, 700101, India"
Mewar University,25.03133775,74.63651993,"Mewar University, Mewar University Internal Road, Gangrar, Gangrar Tehsil, Chittorgarh, Rajasthan, 312900, India"
MGM University,17.4345308,78.4328895,"MGM INTERNATIONAL SCHOOL, 8-3-315/5, Sri Krishna Nagar, Maruthi Nagar, Yousufguda, Hyderabad, Telangana 500045, Yousufguda Main Road, Yousufguda, Ward 99 Vengal Rao Nagar, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Khairatabad mandal, Hyderabad, Telangana, 500045, India"
Mizoram University,23.7357935,92.66453753,"Mizoram University, NH108, Khatla South, Sairang, Tlangnuam, Aizawl, 796190, India"
Mohan Babu University,13.6203464,79.29029772,"Mohan Babu University, NH71, Kaalur Rural, Kammepalle, Yedanvandlapalle, Chandragiri, Tirupati, Andhra Pradesh, 517194, India"
Mohanlal Sukhadia University,24.5943688,73.7316634,"Mohanlal Sukhadia University, University Road, Udaipur, Girwa Tehsil, Udaipur, Rajasthan, 313001, India"
Mother Teresa Women's University,10.27003835,77.48008453,"Mother Teresa Women's University, Kodai - Pallangi Road, Naidupuram, Kodaikanal, Dindigul, Tamil Nadu, 624101, India"
Mumbai University,19.0706167,72.8585523,"Mumbai University, Sant Dnyaneshwar Marg, RPF Colony, H/E Ward, Zone 3, Mumbai Suburban, Maharashtra, 400055, India"
Munger University,25.36732265,86.48434227,"Munger University, Lal Darwaza Main Road, Munger, Bihar, 811201, India"
Mysore University,12.3059327,76.6403692,"University of Mysore, Harsh Sharma, Chamarajapuram, Mysuru, Mysuru taluk, Mysuru, Karnataka, 570001, India"
Nagaland University,25.72717725,94.09442665,"Nagaland University, NH2, Merima, Tsiese Basa, Chiephobozou, Kohima, Nagaland, 797004, India"
Nalanda Open University,25.6171031,85.1413765,"Nalanda Open University, West Gandhi Maidan Marg, Patna, Patna Rural, Patna, Bihar, 800001, India"
Nalanda University,25.0263839,85.41363584,"Nalanda University (नालंदा विश्वविद्यालय), SH71, Rajgir, Nalanda, Bihar, 803116, India"
Narsee Monjee Institute of Management Studies,19.1034417,72.83645895,"Narsee Monjee Institute Of Management Studies, Gulmohar Road (NS Road No 1), Kamala Nagar, K/W Ward, Zone 3, Mumbai Suburban, Maharashtra, 400057, India"
National Dairy Research Institute,29.709655,76.97358893,"National Dairy Research Institute, Karnal, Haryana, 132001, India"
National Law Institute University,23.1868368,77.36408204,"National Law Institute University, Mendori Road, Mendori, Bhopal, Huzur Tahsil, Bhopal, Madhya Pradesh, 462001, India"
National law School of India University,12.95290345,77.51580025,"National Law School of India University, NLSIU Road, Teacher's Colony, Chandra Layout, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560056, India"
National Law University,28.59961805,77.0242686,"National Law University, Road 205, Sector 13, Dwarka, Dwarka Tehsil, South West Delhi, Delhi, 110078, India"
National Law University,28.59961805,77.0242686,"National Law University, Road 205, Sector 13, Dwarka, Dwarka Tehsil, South West Delhi, Delhi, 110078, India"
National Law University,28.59961805,77.0242686,"National Law University, Road 205, Sector 13, Dwarka, Dwarka Tehsil, South West Delhi, Delhi, 110078, India"
National University of Study & Research in Law,23.45253315,85.31738239,"National University of Study and Research in Law, Ranchi Ring Road, Ranchi, Kanke, Ranchi, Jharkhand, 834006, India"
Nava Nalanda Mahavihara,25.1281352,85.44559405,"Nava Nalanda Mahavihara, NH120, Silao, Nalanda, Bihar, 803111, India"
Navrachana University,22.29269885,73.12182992,"Navrachana University, Vasna - Bhayli Main Road, Bhayli, Vadodara, Vadodara Rural Taluka, Vadodara, Gujarat, 390001, India"
Netaji Subhas University,28.6109477,77.03845634,"Netaji Subhas University of Technology, Azad Hind Fauj Marg, Nawada, Sector 13, Dwarka, Dwarka Tehsil, South West Delhi, Delhi, 110078, India"
Netaji Subhas University of Technology,28.6109477,77.03845634,"Netaji Subhas University of Technology, Azad Hind Fauj Marg, Nawada, Sector 13, Dwarka, Dwarka Tehsil, South West Delhi, Delhi, 110078, India"
NIIT University,27.96128775,76.40251819,"NIIT University, NIIT University Road, Majarakath, Neemrana Tehsil, Kotputli-Behror, Rajasthan, 301706, India"
NIMS University,27.18932325,75.953283,"National Institute of Medical Sciences University, NH248, Salarwas, Chandwaji, Amber Tehsil, Jaipur(Rural), Rajasthan, 303121, India"
Nirma University,23.1283839,72.544473,"NIRMA University, Tragad gam road, Tragad, Ghatlodiya Taluka, Ahmedabad, Gujarat, 382470, India"
NITTE,13.1840438,74.9337641,"Nitte, SH1, Dupadakatte, Karkala taluk, Udupi, Karnataka, 574110, India"
Nizam's Institute of Medical Sciences,17.42217535,78.45182149,"Nizam's Institute Of Medical Sciences, Road Number 1, Dwarkapuri Colony, Ward 91 Khairatabad, Greater Hyderabad Municipal Corporation Central Zone, Hyderabad, Khairatabad mandal, Hyderabad, Telangana, 500082, India"
Noida International University,28.37390315,77.54131056,"Noida International University, Delhi Eastern Peripheral Expressway, Greater Noida, Gautam Buddha Nagar, Uttar Pradesh, 110020, India"
Noorul Islam Centre for Higher Education,8.2492332,77.3502525,"Noorul Islam Centre for Higher Education, Kumarakoil Road, Puligramam, Kumarakovil, Kalkulam, Kanniyakumari, Tamil Nadu, 629180, India"
North East Frontier Technical University,28.15639565,94.79732406,"North East Frontier Technical University, Along Main Road, Durhati, Aalo HQ, West Siang, Arunachal Pradesh, India"
North Eastern Hill University,25.61385235,91.90146704,"North Eastern Hill University, NH40, Shillong, Mylliem, East Khasi Hills, Meghalaya, 793001, India"
Nrupathunga University,12.9730084,77.58560235,"Nrupathunga University, Nrupatunga Road, Cubbonpet, Gandhinagar, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560001, India"
Odisha University of Health Sciences,20.25587475,85.83166346,"Odisha University of Health Sciences, Udyan Marg, Unit-1, Ward 40, South East Zone, Bhubaneswar Municipal Corporation, Bhubaneswar (M.Corp.), Khordha, Odisha, 751009, India"
Odisha University of Technology and Research,20.27545065,85.77666566,"Odisha University Of Technology And Research, Khandagiri - Chandaka Road, Ward 23, South West Zone, Bhubaneswar Municipal Corporation, Bhubaneswar (M.Corp.), Khordha, Odisha, 751003, India"
Osmania University,17.41179405,78.52743697,"Osmania University, linga reddy road, Nehru Nagar, Ward 9 Ramanthapur, Greater Hyderabad Municipal Corporation East Zone, Hyderabad, Uppal mandal, Medchal–Malkajgiri, Telangana, 500013, India"
P. P. Savani University,21.1385174,72.77398925,"P P Savani University- Vesu, Surat NIC Campus, Udhna Magdalla Road, Majura Taluka, Surat, Gujarat, 394518, India"
Palamuru University,16.71860255,77.98235006,"Palamuru University, NH167, Mahbubnagar, Mahabubnagar_Urban mandal, Mahabubnagar, Telangana, 509001, India"
Panjab University,30.76046215,76.7663284,"Panjab University, Vidya Marg, Sector 25, Ward 5, Chandigarh, 160014, India"
Parul University,22.2887492,73.3638405,"Parul University, SH158, Waghodia, Vagodhia Taluka, Vadodara, Gujarat, 391760, India"
Patliputra University,25.6023902,85.1594609,"Patliputra Univerity, Kumhrar Road, RBI staff quarter, Rajendra Nagar, Patna, Patna Rural, Patna, Bihar, 800001, India"
PDM University,28.689281,76.9511988,"Pandit Shree Ram Sharma, NH9, Bahadurgarh, Jhajjar, Haryana, 124507, India"
